FSHBSTCLPN,obstacle_name,BSTCLNM,gazetted_name,GZTTDNM,UTM_ZONE,TMSTNG,TMNRTHNG,utm_zone,utm_easting,utm_northing,last_updated,geometry
32207,BEAVER DAM,Falls,CUTOFF CREEK,BRAZION CREEK,10,548061,6137329,10,382949,5952446,2021-02-11,"c(168049.619827078, 6149576.74412851, 0)"
19041,Cascade/Chute,Falls,NA,BRAZION CREEK,10,570123,6135958,9,592100,6072200,2021-02-11,"c(189938.278675668, 6146306.74984166, 0)"
26381,Falls,Falls,FAIRY CREEK,NA,10,580652,6068476,10,399800,5383438,2021-02-11,"c(194644.054404986, 6078095.81193023, 0)"
33892,Cascade,Rocks,SHANALOPE CREEK,THUTADE CREEK,9,603886,6292826,9,518303,6215422,2021-02-11,"c(-128248.927384547, 6338978.07994078, 0)"
33891,Dam,Rocks,TSUGWINSELDA CREEK,THUTADE CREEK,9,604734,6293943,9,546418,6150894,2021-02-11,"c(-127213.900976723, 6339934.14344692, 0)"
33890,Rocks,Rocks,GAIL CREEK,THUTADE CREEK,9,605089,6294772,9,615680,6157160,2021-02-11,"c(-126717.138047401, 6340691.86413694, 0)"
20393,Velocity barrier,Cascade,DEROCHE CREEK,WINDFALL CREEK,11,373132,5808942,10,566934,5449955,2021-02-11,"c(373131.999570823, 5808941.99980037, 0)"
24513,BEAVER DAM,Cascade,NA,WINDFALL CREEK,11,380059,5809717,10,649976,5491576,2021-02-11,"c(380059.000435448, 5809716.99993007, 0)"
23389,Falls,Rock,CAVANAUGH CREEK,MCPHAIL CREEK,10,658802,5516907,11,387632,5624404,2021-02-11,"c(226912.185963641, 5521480.88420196, 0)"
23388,Falls,Rock,OPPY CREEK,MCPHAIL CREEK,10,658494,5516784,9,679652,5882389,2021-02-11,"c(226595.148752859, 5521382.83246342, 0)"
23384,Falls,Rock,HORNE CREEK,MCPHAIL CREEK,10,658468,5516757,11,382526,5738169,2021-02-11,"c(226567.057354197, 5521357.98143843, 0)"
23180,Falls,Cascade,NA,MCPHAIL CREEK,10,657661,5515800,10,372926,5399447,2021-02-11,"c(225685.622375268, 5520467.98402105, 0)"
27894,Velocity barrier,Falls,NA,GRAY CREEK,11,523963,5495689,11,526649,5515485,2021-02-11,"c(523962.999734914, 5495689.00024707, 0)"
27893,Persistent debris; present for several years,Falls,NA,GRAY CREEK,11,523706,5495571,11,523972,5524692,2021-02-11,"c(523706.000075562, 5495571.00028511, 0)"
14347,NA,Falls,NA,GRAY CREEK,11,523187,5495572,NA,NA,NA,NA,"c(523186.99994729, 5495572.00027398, 0)"
29338,Falls,Falls,TENAS CREEK,NA,11,603713,5612580,9,613844,6046782,2021-02-11,"c(603712.999843139, 5612579.99965846, 0)"
28650,Velocity barrier,Cascade,SHORTS CREEK,NA,9,632910,5994985,11,299989,5561799,2021-02-11,"c(-151017.58458304, 6039137.49175805, 0)"
33223,Cascade,Rocks,NA,NA,9,515008,6262983,9,553361,6116000,2021-02-11,"c(-221487.393090174, 6325038.34572084, 0)"
33222,Falls,Rocks,NA,NA,9,514968,6263024,9,552906,6113762,2021-02-11,"c(-221519.830757965, 6325085.99936565, 0)"
33221,Falls,Rocks,SEDAN CREEK,NA,9,514924,6263235,9,542253,6112808,2021-02-11,"c(-221526.375195446, 6325302.81704573, 0)"
38542,Cascade,Rocks,DESOLATION CREEK,JEKILL RIVER,9,371723,6270100,10,423770,5363616,2021-02-11,"c(-362393.627954828, 6357338.18837982, 0)"
38541,Falls,Rocks,NA,JEKILL RIVER,9,371678,6270393,9,580899,6057072,2021-02-11,"c(-362386.560744638, 6357637.18840539, 0)"
38540,Cascade,Rocks,NANGEESE RIVER,JEKILL RIVER,9,371642,6270449,9,538019,6189979,2021-02-11,"c(-362412.426915166, 6357699.17626594, 0)"
38539,Rocks,Rocks,NANGEESE RIVER,JEKILL RIVER,9,371217,6271699,9,537779,6187348,2021-02-11,"c(-362613.725046143, 6359015.9486461, 0)"
26805,Falls,Rock,GOODSPEED RIVER,JEKILL RIVER,9,371627,6270637,9,567940,5615211,2021-02-11,"c(-362394.1100069, 6357888.57432419, 0)"
26804,Falls,Rock,MAHATTA CREEK,JEKILL RIVER,9,371564,6271004,9,583534,5586957,2021-02-11,"c(-362391.84397764, 6358264.26184056, 0)"
26803,Falls,Rock,KLASKISH RIVER,JEKILL RIVER,9,372155,6266495,9,595473,5573116,2021-02-11,"c(-362601.313091895, 6353680.84370682, 0)"
26802,Falls,Rock,CAMPBELL RIVER,JEKILL RIVER,9,371561,6271093,10,333088,5546036,2021-02-11,"c(-362379.097899625, 6358353.19915496, 0)"
26801,Falls,Rock,BIGTREE CREEK,JEKILL RIVER,9,371217,6271617,10,305074,5570385,2021-02-11,"c(-362628.214349309, 6358934.49480751, 0)"
21392,BEAVER DAM,Cascade,NICOLA RIVER,JEKILL RIVER,9,368893,6276188,10,619536,5587520,2021-02-11,"c(-364128.801855928, 6363885.85449971, 0)"
23522,Persistent debris; present for several years,BEAVER DAM,NA,JEKILL RIVER,9,368893,6276188,10,321638,5815829,2021-02-11,"c(-364128.801855928, 6363885.85449971, 0)"
23521,Dam,BEAVER DAM,DOIG RIVER,JEKILL RIVER,9,369216,6277368,10,656639,6302874,2021-02-11,"c(-363599.315273794, 6365000.88865764, 0)"
31752,Cascade,Cascade,NICKLEN CREEK,NA,10,366823,5658849,11,367837,5553533,2021-02-11,"c(-53232.7017556119, 5686885.69910754, 0)"
25386,Falls,Cascade,DOOBAH CREEK,TOM BROWNE CREEK,10,306963,5615792,10,374015,5397379,2021-02-11,"c(-116645.672915998, 5648699.67347589, 0)"
25245,Rock,Log jam,ANSEDAGAN CREEK,TOM BROWNE CREEK,10,306963,5615792,9,477494,6108837,2021-02-11,"c(-116645.672915998, 5648699.67347589, 0)"
25125,Cascade,Log jam,SUSCHA CREEK,TOM BROWNE CREEK,10,307376,5613884,10,407509,5898191,2021-02-11,"c(-116387.983646169, 5646756.2697727, 0)"
25115,Falls,Falls,NA,TOM BROWNE CREEK,10,307417,5614560,9,553616,5845825,2021-02-11,"c(-116291.794130642, 5647429.5288114, 0)"
25052,Rock,Falls,CHEMAINUK CREEK,TOM BROWNE CREEK,10,307537,5614374,9,491154,6126606,2021-02-11,"c(-116186.862981141, 5647233.57186457, 0)"
25036,Falls,Falls,NA,TOM BROWNE CREEK,10,306963,5615792,9,506163,5874843,2021-02-11,"c(-116645.672915998, 5648699.67347589, 0)"
25409,Falls,Log jam,NA,NA,9,673014,5618947,10,434585,5387675,2021-02-11,"c(-173863.378508177, 5659723.76211308, 0)"
25094,Falls,Dam,KAKWEIKEN RIVER,NA,9,673014,5618947,10,291856,5649756,2021-02-11,"c(-173863.378508177, 5659723.76211308, 0)"
18681,Beaver Dams,Falls,NA,COLWOOD CREEK,10,465107,5364872,9,680670,6130530,2021-02-11,"c(21440.9402492465, 5385027.56337752, 0)"
26079,Falls,Falls,BARBOUR CREEK,ADAM RIVER,9,693380,5594199,10,619648,6089452,2021-02-11,"c(-157682.224219476, 5631870.96043399, 0)"
26048,BEAVER DAM,Canyon,SALTER CREEK,ADAM RIVER,9,693380,5594199,11,569467,5589396,2021-02-11,"c(-157682.224219476, 5631870.96043399, 0)"
25424,Cascade,Cascade,NA,ADAM RIVER,9,693380,5594199,11,379315,5576136,2021-02-11,"c(-157682.224219476, 5631870.96043399, 0)"
25737,Canyon,Falls,STAFFORD RIVER,ADAM RIVER,9,693380,5594199,10,325360,5621435,2021-02-11,"c(-157682.224219476, 5631870.96043399, 0)"
26164,Cascade,Falls,NA,ADAM RIVER,9,696185,5590209,9,336612,5808156,2021-02-11,"c(-155547.001784863, 5627459.6766867, 0)"
25703,Falls,Falls,QUILCHENA CREEK,ATLUCK CREEK,9,646037,5573050,10,677064,5559444,2021-02-11,"c(-208083.976689564, 5618555.4464016, 0)"
26595,Log jam,Cascade,NA,GAIN CREEK,10,411704,5373204,9,340050,5789017,2021-02-11,"c(-31305.5606096905, 5397564.73487979, 0)"
22517,Falls,Falls,CAMSELL CREEK,NA,10,333113,5426919,10,387894,6050972,2021-02-11,"c(-105692.623055183, 5457539.0567132, 0)"
22527,Log jam,Falls,HEALY CREEK,NA,10,408746,5407509,11,484309,5592592,2021-02-11,"c(-31553.2939413047, 5432112.2952953, 0)"
30529,Culvert,Culvert,NA,TAUTRI CREEK,10,499974,5805766,10,626324,5481591,2021-02-11,"c(91963.0344017433, 5822721.77699563, 0)"
30528,Falls,Dam,NA,TAUTRI CREEK,10,489913,5806584,10,635511,5476244,2021-02-11,"c(81983.7748906328, 5824375.44730639, 0)"
30527,Falls,Dam,NA,TAUTRI CREEK,10,484772,5810799,10,632492,5480267,2021-02-11,"c(77200.1388161359, 5829012.78245362, 0)"
30526,Falls,BEAVER DAM,CEDARFLAT CREEK,TAUTRI CREEK,10,481258,5815176,10,637394,5480007,2021-02-11,"c(74054.9745961583, 5833676.85746381, 0)"
30525,Falls,BEAVER DAM,DEWDNEY CREEK,TAUTRI CREEK,10,476421,5816621,10,635375,5476231,2021-02-11,"c(69344.2332181008, 5835522.9915925, 0)"
20379,Rock,Dam,PITT RIVER,TAUTRI CREEK,10,484694,5810779,10,514238,5521900,2021-02-11,"c(77120.5725502518, 5828999.29998564, 0)"
22695,Falls,Dam,PINE CREEK,TAUTRI CREEK,10,486607,5808832,9,610401,6066479,2021-02-11,"c(78869.0959915937, 5826895.57940155, 0)"
22624,Cascade,Dam,CHIST CREEK,TAUTRI CREEK,10,491115,5805839,9,532827,6011754,2021-02-11,"c(83122.2217906577, 5823531.44913225, 0)"
18934,Log Jam,Falls,HENRY CREEK,TAUTRI CREEK,10,476401,5805538,11,458806,5574594,2021-02-11,"c(68401.58443738, 5824454.81324781, 0)"
18426,Log Jam,Beaver Dams,NA,KETCHAM CREEK,10,587043,5904927,10,536050,6239050,2021-02-11,"c(187152.509131898, 5914415.47484104, 0)"
17035,Log Jam,Beaver Dams,NAHWITTI RIVER,KETCHAM CREEK,10,594693,5904426,9,572985,5631831,2021-02-11,"c(194741.627847541, 5913273.20460305, 0)"
17034,Log Jam,Log Jam,TYLLIA CREEK,KETCHAM CREEK,10,594693,5904426,9,570924,5631045,2021-02-11,"c(194741.627847541, 5913273.20460305, 0)"
29899,Falls,Cascade,NA,NA,11,427843,5600350,9,563639,5599931,2021-02-11,"c(427842.999672539, 5600350.0004501, 0)"
29898,Falls,Velocity barrier,NA,NA,11,427906,5600411,9,561459,5599129,2021-02-11,"c(427905.99967824, 5600410.99972006, 0)"
16568,Beaver Dams,Culvert,NA,NA,9,624000,6073400,10,486017,5937747,2021-02-11,"c(-146441.135885481, 6118316.84479172, 0)"
15807,NA,Log Jam,NA,NA,9,627400,6100800,NA,NA,NA,NA,"c(-138365.818487523, 6144860.35990115, 0)"
17961,Falls,Log Jam,NA,NA,9,627400,6100800,10,390230,6032659,2021-02-11,"c(-138365.818487523, 6144860.35990115, 0)"
17284,Culvert,Culvert,NA,NA,9,645650,6089070,9,612400,6057100,2021-02-11,"c(-122318.356828495, 6130111.74541441, 0)"
18324,Cascade/Chute,Log Jam,SUNDT CREEK,NA,9,597600,6070600,11,344455,5747641,2021-02-11,"c(-173069.076909399, 6120076.0323365, 0)"
30825,Culvert,Cascade,NA,NA,10,330382,6071705,10,688290,5741212,2021-02-11,"c(-54990.7404809276, 6102789.38488197, 0)"
16008,NA,Cascade/Chute,NA,NA,10,330520,6071510,NA,NA,NA,NA,"c(-54869.5525046976, 6102582.5653037, 0)"
16006,NA,Culvert,NA,NA,10,330410,6071499,NA,NA,NA,NA,"c(-54980.4697275475, 6102581.03097584, 0)"
15426,NA,Wedge,NA,COCHRAN CREEK,11,590902,5605786,NA,NA,NA,NA,"c(590902.000407165, 5605785.99954084, 0)"
15198,NA,Cascade or Chute,NA,COCHRAN CREEK,11,594895,5608946,NA,NA,NA,NA,"c(594894.99990913, 5608945.99957631, 0)"
9973,NA,Cascade or Chute,NA,COCHRAN CREEK,11,595333,5608983,NA,NA,NA,NA,"c(595332.999998702, 5608983.00003654, 0)"
5025,NA,Falls,NA,COCHRAN CREEK,11,587820,5604819,NA,NA,NA,NA,"c(587820.000286613, 5604819.00025874, 0)"
5224,NA,LWD Jam,NA,COCHRAN CREEK,11,586760,5604457,NA,NA,NA,NA,"c(586760.000343008, 5604456.99983635, 0)"
5223,NA,Falls,NA,COCHRAN CREEK,11,587377,5604529,NA,NA,NA,NA,"c(587376.999871078, 5604529.00048269, 0)"
8583,NA,Cascade or Chute,NA,COCHRAN CREEK,11,587550,5604629,NA,NA,NA,NA,"c(587549.999544604, 5604628.999756, 0)"
3091,NA,Wedge,NA,COCHRAN CREEK,11,586760,5604457,NA,NA,NA,NA,"c(586760.000343008, 5604456.99983635, 0)"
27818,Dam,Culvert,MINNOW LAKE,NA,11,333149,5822506,11,343872,5514481,2021-02-11,"c(333148.999997305, 5822505.99970211, 0)"
38678,Rocks,Beaver Dam,NA,NA,9,628812,6111007,9,522493,6185275,2021-02-11,"c(-135210.536358874, 6154721.28144769, 0)"
38677,Logs,Beaver Dam,NA,NA,9,628556,6111509,8,667821,5920763,2021-02-11,"c(-135377.459349832, 6155262.30134705, 0)"
21609,Log jam,BEAVER DAM,HARVEY CREEK,NA,10,487597,6083062,11,672214,5459135,2021-02-11,"c(103041.501946027, 6100625.28196351, 0)"
20456,BEAVER DAM,BEAVER DAM,BUFFALO CREEK,NA,10,452256,6003838,10,624459,5727256,2021-02-11,"c(60980.2507748706, 6024543.48066343, 0)"
32328,Dam,Culvert,NA,ONE FIFTEEN CREEK,10,388922,6510199,10,343337,5520928,2021-02-11,"c(42056.038730243, 6535718.63933329, 0)"
37069,Rocks,Cascade,NA,NORBOE CREEK,11,637550,5528720,9,513265,6125611,2021-02-11,"c(637550.000215994, 5528719.99956374, 0)"
26976,Log jam,Cascade,DUNSMUIR CREEK,NORBOE CREEK,11,636793,5528275,10,411882,5432092,2021-02-11,"c(636793.00038535, 5528274.99971558, 0)"
15867,NA,Falls,NA,NA,9,625000,6043600,NA,NA,NA,NA,"c(-150557.265880859, 6088635.79906055, 0)"
16578,Beaver Dams,Beaver Dams,NA,NA,9,656600,6099500,10,477890,5916452,2021-02-11,"c(-109690.231676226, 6138551.23508406, 0)"
16633,NA,Culvert,NA,NA,11,366817,5587099,NA,NA,NA,NA,"c(366816.999612278, 5587098.99992519, 0)"
16670,Culvert,Culvert,KEYSTONE CREEK,NA,11,485003,5452919,11,399091,5699794,2021-02-11,"c(485003.000334265, 5452918.99994105, 0)"
14855,NA,Cascade or Chute,NA,NA,10,513177,5843935,NA,NA,NA,NA,"c(108326.987319863, 5859732.91736894, 0)"
15004,NA,Cascade or Chute,NA,NA,11,643175,5480070,NA,NA,NA,NA,"c(643174.999932944, 5480069.999787, 0)"
20943,Falls,Falls,NA,NA,9,618397,5892382,10,583244,5533669,2021-02-11,"c(-182763.262395095, 5939922.0728999, 0)"
21639,Falls,Falls,NA,CAYUSE CREEK,9,607432,5580556,9,482497,5851791,2021-02-11,"c(-245207.598168773, 5632268.79070754, 0)"
22279,BEAVER DAM,Rock,INZANA CREEK,LORNE CREEK,9,538161,6081988,10,412759,6091148,2021-02-11,"c(-230024.421819441, 6141588.12250165, 0)"
22287,Falls,Rock,NA,KLEANZA CREEK,9,542469,6048575,10,369883,5437291,2021-02-11,"c(-231498.747721526, 6107710.26667832, 0)"
22288,NA,Rock,NA,KLEANZA CREEK,9,543727,6047618,NA,NA,NA,NA,"c(-230415.35200581, 6106545.1666786, 0)"
22453,BEAVER DAM,Falls,NA,NA,10,343694,5431299,10,464551,6001339,2021-02-11,"c(-94753.0022704807, 5461081.14472197, 0)"
22771,Rock,Falls,NA,SUTTON MILL CREEK,10,295623,5453913,9,584285,5870956,2021-02-11,"c(-141074.078895297, 5487554.91837381, 0)"
23014,Rock,Falls,NELSON RIVER,NA,9,330453,6338152,9,511386,6063070,2021-02-11,"c(-391321.525792133, 6432265.95399845, 0)"
23106,Cascade,BEAVER DAM,MAMAT CREEK,CAMPBELL RIVER,10,516201,5428935,9,649709,5538233,2021-02-11,"c(77561.1938109326, 5445016.94502734, 0)"
23529,BEAVER DAM,Log jam,FISHTRAP CREEK,NA,10,337190,6106905,10,543214,5427649,2021-02-11,"c(-45151.3977874533, 6137390.94881775, 0)"
23600,Culvert,Cascade,NA,NA,9,635535,5586887,10,540862,5436506,2021-02-11,"c(-216267.877924686, 5633995.82869723, 0)"
24104,Velocity barrier,Hydro dam,NA,ELK RIVER,11,637866,5461388,10,528663,5490513,2021-02-11,"c(637866.000499734, 5461388.00016861, 0)"
24162,Rock,Rock,SNIPPAKER CREEK,ELK RIVER,11,637906,5461277,9,385808,6281144,2021-02-11,"c(637906.00008797, 5461277.00036215, 0)"
24300,BEAVER DAM,Cascade,HOPE SLOUGH,NA,9,420607,5928624,10,588756,5449820,2021-02-11,"c(-373053.626536151, 6009398.28517354, 0)"
24360,BEAVER DAM,Rock,NA,KLOIYA RIVER,9,423303,6011835,10,546620,6013856,2021-02-11,"c(-356139.997508317, 6091691.59411559, 0)"
24375,BEAVER DAM,Falls,NA,FLUX CREEK,9,492211,5828893,10,373426,5999519,2021-02-11,"c(-318709.111800294, 5898107.42171953, 0)"
24465,Cascade,Rock,NA,DUCETTE CREEK,10,494359,6196861,9,643125,5589989,2021-02-11,"c(119619.166180243, 6213626.79053045, 0)"
24470,Log jam,Rock,TUNA RIVER,DUCETTE CREEK,10,494585,6196690,10,294608,5600907,2021-02-11,"c(119829.85726082, 6213436.49775548, 0)"
24596,Falls,Rock,GRANO CREEK,LORNE CREEK,9,537623,6082160,11,370096,5490448,2021-02-11,"c(-230528.305573661, 6141851.39238262, 0)"
24866,Rock,Log jam,ELK RIVER,CAYUSE CREEK,9,606380,5578510,11,637906,5461277,2021-02-11,"c(-246584.864054736, 5630406.76729429, 0)"
19605,Falls,Rock,MONKMAN CREEK,PILLCHUCK CREEK,10,483348,5525522,10,618742,6056205,2021-02-11,"c(52443.1508667825, 5544142.72096808, 0)"
21682,Dam,Falls,GUICHON CREEK,CAYUSE CREEK,9,605989,5578226,10,655771,5581248,2021-02-11,"c(-247019.432056595, 5630188.0511323, 0)"
21692,Rock,BEAVER DAM,TREATY CREEK,NA,10,496207,6105278,9,459945,6269472,2021-02-11,"c(113545.204477428, 6122061.1089456, 0)"
21714,Rock,Persistent debris; present for several years,KSGYUKWSA'A,NA,10,497647,6032490,9,444886,6089936,2021-02-11,"c(108744.836876259, 6049281.86599306, 0)"
19785,Culvert,BEAVER DAM,MANDALE SLOUGH,ARBUTHNOT CREEK,10,558732,5830093,10,550836,5442726,2021-02-11,"c(152644.627802595, 5842116.37971625, 0)"
19788,Culvert,BEAVER DAM,COMO CREEK,PROUTON CREEK,10,584518,5810887,10,510725,5454247,2021-02-11,"c(176777.57995338, 5820806.41050202, 0)"
21843,Falls,BEAVER DAM,NA,NA,9,683285,6165481,9,504048,5949314,2021-02-11,"c(-71921.834109591, 6199206.28536309, 0)"
21871,Falls,Falls,GOAT RIVER,CAYUSE CREEK,9,607849,5581158,9,513419,5910299,2021-02-11,"c(-244695.585564706, 5632799.19304019, 0)"
21918,Cascade,BEAVER DAM,WATERFALL CREEK,NA,9,676936,6031296,9,493924,5880014,2021-02-11,"c(-101247.544300957, 6067584.4570042, 0)"
19867,Falls,BEAVER DAM,NA,ELK RIVER,11,653378,5525211,10,671958,5854923,2021-02-11,"c(653377.999536024, 5525211.00030448, 0)"
20559,BEAVER DAM,Cascade,MICHEL CREEK,ELK RIVER,11,638653,5459093,11,659864,5495817,2021-02-11,"c(638652.9998618, 5459092.99965766, 0)"
20560,BEAVER DAM,Cascade,MICHEL CREEK,ELK RIVER,11,638784,5458729,11,664243,5490139,2021-02-11,"c(638783.999468373, 5458728.99971955, 0)"
20691,Rock,Dam,MARK CREEK,KLOIYA RIVER,9,424121,6011752,11,569155,5506397,2021-02-11,"c(-355341.004008012, 6091468.55322859, 0)"
22053,Rock,Rock,EMERSLUND CREEK,KLEANZA CREEK,9,540374,6050080,10,491659,6237429,2021-02-11,"c(-233318.202721702, 6109562.65574785, 0)"
20107,Falls,Falls,NA,DUCETTE CREEK,10,494585,6196690,10,524915,5466434,2021-02-11,"c(119829.85726082, 6213436.49775548, 0)"
20129,Falls,Falls,COQUIHALLA RIVER,MARTIN CREEK,10,588142,6148552,10,618502,5469419,2021-02-11,"c(208995.055834041, 6157312.66188922, 0)"
20732,Log jam,BEAVER DAM,WILD HORSE RIVER,ELK RIVER,11,651119,5530852,11,603215,5503214,2021-02-11,"c(651118.99962227, 5530851.99989519, 0)"
20733,Log jam,BEAVER DAM,TANGLEFOOT CREEK,ELK RIVER,11,652625,5517466,11,617229,5502853,2021-02-11,"c(652624.999521294, 5517466.00001386, 0)"
22148,Falls,Cascade,LAWYERS CREEK,KLEANZA CREEK,9,541394,6049388,9,603598,6361187,2021-02-11,"c(-232425.362843962, 6108701.17252945, 0)"
20138,Falls,Falls,POTLATCH CREEK,KIANUKO CREEK,11,541247,5475630,10,477108,5492484,2021-02-11,"c(541247.00003505, 5475629.99980352, 0)"
20165,Falls,Rock,HOLT CREEK,DUCETTE CREEK,10,494585,6196690,10,441139,5401014,2021-02-11,"c(119829.85726082, 6213436.49775548, 0)"
20168,Cascade,Rock,MOHAWK CREEK,DUCETTE CREEK,10,494382,6196805,11,457754,5625443,2021-02-11,"c(119637.254439426, 6213568.90452707, 0)"
20170,Cascade,Rock,NA,DUCETTE CREEK,10,494456,6196767,11,386931,5756364,2021-02-11,"c(119707.805251029, 6213524.55093786, 0)"
20834,Falls,Rock,NA,ELK RIVER,11,638230,5460374,10,630781,5817035,2021-02-11,"c(638229.999614193, 5460373.99995838, 0)"
25520,Log jam,Falls,NA,CAYUSE CREEK,9,608914,5582378,9,330747,6346759,2021-02-11,"c(-243439.468663625, 5633838.35767915, 0)"
25561,Dam,Falls,KISKATINAW RIVER,REDFORD CREEK,10,322376,5436674,10,653555,6181213,2021-02-11,"c(-115664.151463105, 5468159.40115189, 0)"
27379,Falls,Culvert,NA,NA,11,473577,5551604,10,570963,6117553,2021-02-11,"c(473576.999484719, 5551603.99974304, 0)"
27452,Cascade,Rock,PALMER CREEK,SKULAOW CREEK,11,291922,5487626,11,445745,5726559,2021-02-11,"c(291921.999583846, 5487626.00008463, 0)"
27453,Cascade,Log jam,PALMER CREEK,SKULAOW CREEK,11,294142,5487583,11,444828,5726838,2021-02-11,"c(294141.999537272, 5487583.00015263, 0)"
27529,Log jam,Cascade,NA,SEYMOUR CREEK,11,389497,5698427,11,658683,5460197,2021-02-11,"c(389497.000086806, 5698426.99967556, 0)"
27820,Log jam,Falls,NA,NA,11,326694,5828288,9,611125,6027104,2021-02-11,"c(326694.000160586, 5828288.00041319, 0)"
27821,Velocity barrier,Culvert,NA,NA,11,326694,5828288,9,610714,6027378,2021-02-11,"c(326694.000160586, 5828288.00041319, 0)"
28009,Culvert,Velocity barrier,NA,NA,11,284592,5467897,10,517700,5444940,2021-02-11,"c(284592.000227625, 5467897.00021338, 0)"
28284,Persistent debris; present for several years,Cascade,BORI CREEK,MATILDA CREEK,9,602779,5730708,10,538709,5432664,2021-02-11,"c(-225229.06648384, 5782145.21439941, 0)"
28357,Cascade,Falls,TAGIT CREEK,NA,9,618576,5891045,9,615482,6014256,2021-02-11,"c(-182810.840462523, 5938566.4846336, 0)"
28366,Falls,Falls,GABLE CREEK,NA,9,665893,5808395,11,379885,5475885,2021-02-11,"c(-149744.882065311, 5848726.52858169, 0)"
28415,Persistent debris; present for several years,Cascade,NA,NA,9,601103,5745504,9,545664,5974645,2021-02-11,"c(-224444.379010568, 5797109.5397151, 0)"
28482,Cascade,Log jam,NA,NA,9,600036,6107977,10,372233,5477010,2021-02-11,"c(-164224.907616271, 6156680.21857474, 0)"
28483,Falls,Falls,NA,NA,9,600036,6107977,10,372274,5477230,2021-02-11,"c(-164224.907616271, 6156680.21857474, 0)"
28484,Cascade,Cascade,NA,NA,9,599294,6107063,10,372176,5475210,2021-02-11,"c(-165117.354887742, 6155902.89159524, 0)"
28485,Falls,Cascade,NA,NA,9,599294,6107063,10,371867,5475260,2021-02-11,"c(-165117.354887742, 6155902.89159524, 0)"
28486,Culvert,Cascade,NA,NA,9,599294,6107063,10,710394,5595644,2021-02-11,"c(-165117.354887742, 6155902.89159524, 0)"
28764,Velocity barrier,Cascade,GINGIETL CREEK,NA,9,644331,6150273,9,481544,6117668,2021-02-11,"c(-113076.103338578, 6190901.37858196, 0)"
28839,Falls,Canyon,HENRYS CREEK,MESS CREEK,9,377415,6413146,11,437749,5616619,2021-02-11,"c(-331300.71133649, 6498343.29196745, 0)"
28840,Falls,Falls,WALLIS CREEK,MESS CREEK,9,377415,6413146,11,433102,5620557,2021-02-11,"c(-331300.71133649, 6498343.29196745, 0)"
28841,Falls,Cascade,WALLIS CREEK,MESS CREEK,9,387314,6374169,11,433199,5620622,2021-02-11,"c(-328441.617574362, 6457896.5974565, 0)"
28856,Canyon,BEAVER DAM,MAISAL CREEK,NA,9,330498,6481021,10,574158,5474124,2021-02-11,"c(-365663.559238925, 6574137.02962009, 0)"
29148,Cascade,BEAVER DAM,NA,ELK RIVER,11,652632,5517426,9,622559,6199153,2021-02-11,"c(652631.999717734, 5517425.99953927, 0)"
29149,Cascade,BEAVER DAM,NA,ELK RIVER,11,652637,5517253,9,622703,6198230,2021-02-11,"c(652636.999884511, 5517253.00010492, 0)"
29583,Cascade,Culvert,HURRICANE CREEK,CRISS CREEK,10,668539,5660252,8,638706,6575341,2021-02-11,"c(248191.287648172, 5663646.86228601, 0)"
24941,Cascade,Culvert,BLAEBERRY RIVER,NA,10,521217,5441662,11,502982,5707131,2021-02-11,"c(83581.6943271116, 5457333.56093771, 0)"
25622,Cascade,Falls,EAST CREEK,CRYSTAL CREEK,8,691015,5880084,11,510580,5616272,2021-02-11,"c(-512544.203554006, 5984344.72903653, 0)"
26173,Cascade,Persistent debris; present for several years,NA,CAYUSE CREEK,9,608914,5582378,8,679993,5886918,2021-02-11,"c(-243439.468663625, 5633838.35767915, 0)"
26798,Falls,Falls,KAIPIT CREEK,NA,9,490870,6172591,9,656910,5568040,2021-02-11,"c(-261230.018330084, 6239642.3684926, 0)"
25077,Falls,Falls,LONE WOLF CREEK,NOOSESECK RIVER,9,636382,5802301,9,521487,6011045,2021-02-11,"c(-180012.721680708, 5847598.49326337, 0)"
26296,Falls,Log jam,DESOLATION CREEK,CAYUSE CREEK,9,608914,5582378,10,423818,5363663,2021-02-11,"c(-243439.468663625, 5633838.35767915, 0)"
26431,Falls,Falls,NA,NA,9,612245,5700732,10,328703,5443191,2021-02-11,"c(-220778.595115109, 5750827.22509122, 0)"
27025,BEAVER DAM,BEAVER DAM,NA,ELK RIVER,11,643119,5595873,10,362348,5765106,2021-02-11,"c(643119.000089379, 5595872.99949199, 0)"
27026,Falls,BEAVER DAM,NA,ELK RIVER,11,643578,5594661,9,580773,5746678,2021-02-11,"c(643577.999866605, 5594661.00043422, 0)"
27027,Falls,BEAVER DAM,NA,ELK RIVER,11,644264,5593794,9,583208,5749588,2021-02-11,"c(644263.999702781, 5593794.00052708, 0)"
27028,Falls,BEAVER DAM,NA,ELK RIVER,11,645177,5591808,9,583208,5749588,2021-02-11,"c(645177.00046343, 5591808.00005637, 0)"
27032,Cascade,Cascade,DALLERY CREEK,ELK RIVER,11,647296,5584873,9,634567,5722644,2021-02-11,"c(647296.000207577, 5584873.00000164, 0)"
27036,Falls,BEAVER DAM,NA,ELK RIVER,11,640988,5598321,9,584403,5749847,2021-02-11,"c(640988.000509501, 5598321.00042515, 0)"
